iter	RMSE
386	104.3142819
387	104.2398168
388	104.1563448
389	103.9512362
390	103.8531485
391	103.7793841
392	103.6002408
393	103.5423346
394	103.4811458
395	103.3777203
396	103.2114427
397	103.0974005
398	102.8469605
399	102.7227524
400	102.6332259
401	102.457994
402	102.3799567
403	102.2783376
404	102.2012405
405	102.0138865
406	101.909398
407	101.8208391
408	101.7309239
409	101.5443689
410	101.4823918
411	101.3985809
412	101.3049165
413	101.1445864
414	101.0412095
415	100.9581351
416	100.8874884
417	100.7841393
418	100.7188926
419	100.6225918
420	100.4949862
421	100.3846233
422	100.3219939
423	100.2306302
424	100.1528132
425	100.0694005
426	99.98168949
427	99.89692948
428	99.68869818
429	99.59299486
430	99.50838186
431	99.4539643
432	99.38337127
433	99.27786724
434	99.21295429
435	99.13495659
436	99.04486657
437	98.95450935
438	98.86145236
439	98.79874071
440	98.73136171
441	98.6390526
442	98.51143601
443	98.3766637
444	98.29307758
445	98.13334543
446	98.0667343
447	97.99843624
448	97.84029221
449	97.72726816
450	97.6680162
451	97.5906077
452	97.4913574
453	97.42163368
454	97.34171911
455	97.25442209
456	97.17951779
457	97.10375464
458	97.04191069
459	96.92428042
460	96.85227897
461	96.79855511
462	96.72277244
463	96.63932056
464	96.52583265
465	96.47853088
466	96.40606492
467	96.35111035
468	96.28284316
469	96.12729403
470	96.05044794
471	95.9829299
472	95.81857495
473	95.66914892
474	95.59051407
475	95.53611902
476	95.44921619
477	95.31115485
478	95.2391467
479	95.18543132
480	94.95076013
481	94.88024958
482	94.65900589
483	94.60655029
484	94.5494179
485	94.50002592
486	94.40879042
487	94.32439613
488	94.26768681
489	94.20295187
490	94.10143909
491	94.05675356
492	93.97541416
493	93.84147412
494	93.78815181
495	93.70229223
496	93.62954015
497	93.57907806
498	93.51978366
499	93.45898521
500	93.35917935
501	93.30559662
502	93.21840273
503	93.15685124
504	93.10422946
505	92.95162357
506	92.90332112
507	92.81873543
508	92.75637171
509	92.53607688
510	92.46346178
511	92.40956118
512	92.2410078
513	92.16674129
514	92.12041647
515	91.97686129
516	91.90846295
517	91.82420027
518	91.75703233
519	91.66439932
520	91.57953077
521	91.51086573
522	91.46703053
523	91.3017501
524	91.14060372
525	91.08243805
526	91.00857395
527	90.95751116
528	90.83235156
529	90.77751858
530	90.70658306
531	90.63595407
532	90.58587279
533	90.52464915
534	90.45519159
535	90.36443279
536	90.30503283
537	90.24908525
538	90.18945227
539	90.13730572
540	90.0829016
541	90.00953767
542	89.9686149
543	89.88888432
544	89.82782126
545	89.698464
546	89.63239939
547	89.5738584
548	89.52808245
549	89.4851473
550	89.33414529
551	89.20663151
552	89.08165444
553	89.0167567
554	88.9543112
555	88.8574484
556	88.6723608
557	88.63496831
558	88.51615701
559	88.45073321
560	88.40487943
561	88.35806992
562	88.31358389
563	88.27641968
564	88.12287256
565	88.05781598
566	87.86474337
567	87.71540189
568	87.67197557
569	87.60989361
570	87.55494804
571	87.50657506
572	87.4665642
573	87.42769144
574	87.355561
575	87.29227438
576	87.25290824
577	87.18974921
578	87.14255173
579	87.108274
580	87.05637611
581	86.99513888
582	86.94700433
583	86.83692811
584	86.76682836
585	86.71775754
586	86.68227451
587	86.6287358
588	86.58718166
589	86.4797307
590	86.42905439
591	86.37086239
592	86.30120866
593	86.16176643
594	86.10484201
595	86.00156376
596	85.94578837
597	85.89781196
598	85.83913184
599	85.79705408
600	85.69163188
601	85.62729379
602	85.57565919
603	85.52824005
604	85.48543135
605	85.35121514
606	85.27940012
607	85.22426224
608	85.18013985
609	85.10579643
610	85.03337889
611	84.93192113
612	84.90361495
613	84.84532468
614	84.79689764
615	84.75268655
616	84.71345875
617	84.64813975
618	84.60916068
619	84.48298055
620	84.42870958
621	84.379242
622	84.35288041
623	84.23712507
624	84.175182
625	84.13546209
626	84.08231142
627	84.01722161
628	83.97785007
629	83.9526515
630	83.85963899
631	83.7962201
632	83.74987927
633	83.70665593
634	83.65921792
635	83.60592555
636	83.52381977
637	83.4791194
638	83.38963413
639	83.35030593
640	83.26308926
641	83.23380184
642	83.1769807
643	83.12486558
644	83.06994649
645	83.03575922
646	82.98759539
647	82.94136304
648	82.89449417
649	82.85086208
650	82.80628703
651	82.74763392
652	82.69359674
653	82.64521022
654	82.60495544
655	82.54768285
656	82.43635895
657	82.39962039
658	82.36016681
659	82.25420466
660	82.20633366
661	82.16198755
662	82.07722791
663	82.04149411
664	81.90873382
665	81.88490227
666	81.81021241
667	81.77254593
668	81.68363321
669	81.63409988
670	81.55821328
671	81.50479878
672	81.45900787
673	81.43117499
674	81.37933744
675	81.33798223
676	81.25194722
677	81.19582163
678	81.14782092
679	81.10679512
680	81.0843951
681	81.01156041
682	80.97033126
683	80.92585887
684	80.88063098
685	80.84779056
686	80.80011813
687	80.7581702
688	80.67152222
689	80.63631818
690	80.59235098
691	80.52295749
692	80.48099202
693	80.43921173
694	80.40078083
695	80.36747971
696	80.3379447
697	80.29255548
698	80.19986233
699	80.12015348
700	80.08038304
701	80.03271458
702	79.98598447
703	79.93956128
704	79.90128747
705	79.80130823
706	79.73780516
707	79.68381932
708	79.65715601
709	79.6222296
710	79.59155518
711	79.51025011
712	79.47684643
713	79.42956317
714	79.33304298
715	79.27222444
716	79.17708947
717	79.14384434
718	79.07549392
719	79.03311803
720	78.97895819
721	78.94381256
722	78.90477555
723	78.82904033
724	78.79942916
725	78.74879781
726	78.70477544
727	78.62216014
728	78.59949492
729	78.49795742
730	78.46212694
731	78.42157749
732	78.38791248
733	78.31479513
734	78.21496984
735	78.17309406
736	78.14564403
737	78.10449797
738	78.07006227
739	78.01880313
740	77.97373249
741	77.93380493
742	77.89750289
743	77.86033172
744	77.78338891
745	77.74400858
746	77.69125437
747	77.64025197
748	77.61105094
749	77.56832529
750	77.53082276
751	77.48379912
752	77.46054908
753	77.42485286
754	77.35170316
755	77.31140329
756	77.27368655
757	77.19671069
758	77.16491697
759	77.12173887
760	77.03641304
761	76.99257791
762	76.9580077
763	76.92797923
764	76.87906715
765	76.82856187
766	76.7763813
767	76.74796873
768	76.72726653
769	76.68479956
770	76.65250641
771	76.61466747
772	76.57060448
773	76.53435884
774	76.43590154
775	76.33823951
776	76.31050511
777	76.2864199
778	76.24835726
779	76.20876891
780	76.1337155
781	76.10506901
782	76.02701578
783	75.97850238
784	75.95344344
785	75.91087511
786	75.88420317
787	75.80102486
788	75.76651539
789	75.7347687
790	75.71070272
791	75.64213195
792	75.60916198
793	75.5736122
794	75.54360121
795	75.50075181
796	75.42239961
797	75.37674637
798	75.3392231
799	75.31833801
800	75.27197661
801	75.23573238
802	75.20403717
803	75.1806452
804	75.14744798
805	75.10435476
806	75.07391619
807	74.98260225
808	74.95115808
809	74.92856967
810	74.89696984
811	74.87157777
812	74.8309327
813	74.80598727
814	74.75131293
815	74.72560335
816	74.67531521
817	74.63451565
818	74.54590884
819	74.51547031
820	74.47567851
821	74.43703013
822	74.37259573
823	74.33924708
824	74.30694769
825	74.25018165
826	74.22000329
827	74.18513567
828	74.15446996
829	74.11954143
830	74.05588863
831	74.02198791
832	73.98470767
833	73.95168306
834	73.91060678
835	73.88944541
836	73.85580293
837	73.80633713
838	73.7717564
839	73.74964234
840	73.70694867
841	73.63558377
842	73.61749945
843	73.58320863
844	73.54950915
845	73.52366533
846	73.49253967
847	73.42911142
848	73.41273405
849	73.38267005
850	73.32326361
851	73.25589991
852	73.23412057
853	73.21268603
854	73.1751358
855	73.11766039
856	73.08251252
857	73.04851414
858	72.89301607
859	72.85250095
860	72.83107749
861	72.71351627
862	72.68648788
863	72.61608233
864	72.57481095
865	72.54608418
866	72.48672952
867	72.45219313
868	72.41277391
869	72.36732948
870	72.34061599
871	72.31099846
872	72.24785848
873	72.22302245
874	72.14965854
875	72.08857483
876	72.03311963
877	71.98115104
878	71.83991365
879	71.81301713
880	71.78164196
881	71.74648172
882	71.71173845
883	71.67324492
884	71.64835749
885	71.61835558
886	71.59154304
887	71.55263854
888	71.52659582
889	71.49210419
890	71.45501921
891	71.43056549
892	71.40302722
893	71.38146221
894	71.35848803
895	71.32157748
896	71.29237772
897	71.2590752
898	71.2027614
899	71.17380374
900	71.1461367
901	71.12299033
902	71.08814317
903	71.06703247
904	71.0489669
905	71.01531638
906	70.95697728
907	70.92523903
908	70.89578461
909	70.86786572
910	70.84692854
911	70.78036165
912	70.76020025
913	70.72500549
914	70.67428548
915	70.65098132
916	70.62599994
917	70.59274087
918	70.5371117
919	70.51195206
920	70.48726069
921	70.45163196
922	70.42149912
923	70.39520713
924	70.37896202
925	70.35278089
926	70.32194428
927	70.29998345
928	70.23252608
929	70.15953717
930	70.13926824
931	70.1196628
932	70.09027969
933	70.05498351
934	69.92588099
935	69.90216268
936	69.87506499
937	69.85071975
938	69.80343581
939	69.77237756
940	69.75088429
941	69.71628978
942	69.68937548
943	69.66140922
944	69.63541499
945	69.61033458
946	69.55568131
947	69.48388094
948	69.45562778
949	69.42909613
950	69.40711929
951	69.38460994
952	69.36523467
953	69.34456132
954	69.26838338
955	69.25158664
956	69.21942004
957	69.16324677
958	69.13443916
959	69.10458888
960	69.0813128
961	69.05904501
962	69.00688807
963	68.97225816
964	68.94402318
965	68.92014674
966	68.89494285
967	68.77500841
968	68.75189646
969	68.72203876
970	68.65110074
971	68.62355824
972	68.58010156
973	68.55124486
974	68.498029
975	68.47050399
976	68.44711632
977	68.42658997
978	68.39786808
979	68.37919517
980	68.32571616
981	68.30046871
982	68.24704816
983	68.21971382
984	68.20447113
985	68.17784478
986	68.1512518
987	68.13001352
988	68.10600045
989	68.0907819
990	68.06626296
991	68.03394189
992	68.00645808
993	67.98210099
994	67.95442873
995	67.93631079
996	67.87144821
997	67.84677856
998	67.83057599
999	67.81081787
